                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                0.85211,                0.52248,                0.96314,                0.74272,                0.62756,                0.65369,                 0.3411,                 1.9596,                  1.215,                 1.8227,             9.0499e-05,             9.0499e-05,             9.0499e-05
                    115,                0.85876,                0.53124,                0.96006,                0.74576,                0.65249,                0.67322,                0.34709,                 1.9482,                 1.2297,                 1.7956,             8.8302e-05,             8.8302e-05,             8.8302e-05
                    116,                0.85789,                0.53028,                0.96223,                0.75568,                0.63524,                0.67665,                0.35288,                 1.8786,                 1.2325,                 1.7038,             8.6106e-05,             8.6106e-05,             8.6106e-05
                    117,                0.85179,                0.52492,                0.96015,                0.74141,                0.63262,                0.67241,                0.35148,                 1.8981,                 1.2173,                  1.715,              8.391e-05,              8.391e-05,              8.391e-05
                    118,                0.84118,                 0.5189,                0.95519,                0.71873,                0.63458,                0.67016,                0.34771,                 1.9182,                 1.2098,                 1.7514,             8.1713e-05,             8.1713e-05,             8.1713e-05
                    119,                0.84772,                0.51958,                0.95765,                0.73816,                0.63694,                0.67532,                0.35166,                 1.9209,                 1.2244,                 1.7311,             7.9517e-05,             7.9517e-05,             7.9517e-05
                    120,                0.82938,                0.50872,                0.95516,                0.71916,                0.64966,                0.66447,                0.34632,                  1.948,                 1.2378,                  1.784,              7.732e-05,              7.732e-05,              7.732e-05
                    121,                0.83856,                0.51765,                0.95769,                 0.6921,                0.67775,                 0.6717,                0.35019,                 1.9568,                 1.2675,                 1.7929,             7.5124e-05,             7.5124e-05,             7.5124e-05
                    122,                0.83957,                0.51452,                0.95394,                0.71946,                0.68202,                0.67461,                0.34727,                 1.9558,                 1.2356,                 1.7758,             7.2927e-05,             7.2927e-05,             7.2927e-05
                    123,                0.81935,                0.50488,                0.94683,                 0.7421,                0.64505,                  0.671,                0.34695,                 1.9205,                 1.2075,                 1.7154,             7.0731e-05,             7.0731e-05,             7.0731e-05
                    124,                0.81493,                0.50368,                0.94636,                0.72139,                0.66352,                0.67616,                0.35394,                 1.9273,                 1.2284,                 1.7316,             6.8534e-05,             6.8534e-05,             6.8534e-05
                    125,                0.81778,                0.49843,                0.94629,                0.73794,                 0.6304,                0.67083,                0.35279,                  1.924,                 1.2471,                 1.7259,             6.6338e-05,             6.6338e-05,             6.6338e-05
                    126,                0.81171,                0.50623,                0.94836,                0.74844,                  0.649,                0.67856,                0.35224,                 1.9187,                 1.2223,                 1.7295,             6.4141e-05,             6.4141e-05,             6.4141e-05
                    127,                0.82073,                 0.5078,                0.94968,                0.74511,                0.63964,                 0.6725,                0.35058,                 1.9565,                 1.2372,                 1.7918,             6.1945e-05,             6.1945e-05,             6.1945e-05
                    128,                0.81047,                0.50198,                0.94549,                0.69238,                 0.6511,                  0.666,                0.34978,                 1.9299,                 1.2218,                 1.7532,             5.9748e-05,             5.9748e-05,             5.9748e-05
                    129,                0.80871,                0.50286,                0.94569,                0.69401,                0.67151,                0.66766,                0.34651,                 1.9112,                 1.2216,                 1.7296,             5.7552e-05,             5.7552e-05,             5.7552e-05
                    130,                0.81019,                0.50155,                0.94706,                0.69456,                0.67956,                0.68177,                0.35113,                 1.9194,                 1.2305,                 1.7441,             5.5355e-05,             5.5355e-05,             5.5355e-05
                    131,                0.80238,                 0.4954,                0.94799,                0.73069,                0.66094,                0.68191,                0.35985,                 1.9156,                 1.2608,                  1.765,             5.3159e-05,             5.3159e-05,             5.3159e-05
                    132,                0.80566,                0.49204,                0.93813,                0.72355,                0.65417,                0.67667,                0.35146,                   1.91,                 1.2457,                 1.7346,             5.0962e-05,             5.0962e-05,             5.0962e-05
