                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                0.99681,                0.62747,                 1.0069,                0.68567,                0.63102,                 0.6689,                0.33119,                   1.94,                 1.3686,                 1.5988,             0.00015738,             0.00015738,             0.00015738
                    114,                0.97672,                0.61601,                 0.9957,                0.69578,                0.65683,                0.67347,                0.32986,                 1.9508,                 1.2685,                 1.5599,             0.00015687,             0.00015687,             0.00015687
                    115,                0.98375,                0.61851,                 1.0019,                0.71519,                0.64011,                0.67655,                 0.3297,                 1.9397,                 1.3078,                  1.543,             0.00015635,             0.00015635,             0.00015635
                    116,                0.97547,                0.60925,                0.99896,                0.68357,                0.66531,                0.67925,                0.33898,                  1.923,                 1.3547,                 1.5558,             0.00015583,             0.00015583,             0.00015583
                    117,                0.98744,                0.61536,                0.99534,                 0.7435,                0.63326,                0.66227,                0.32832,                 1.9431,                 1.3256,                 1.5978,             0.00015531,             0.00015531,             0.00015531
                    118,                0.98379,                0.61104,                 1.0008,                0.65319,                0.70233,                0.66788,                0.33507,                 1.9073,                 1.2965,                 1.5541,              0.0001548,              0.0001548,              0.0001548
                    119,                0.96167,                0.61194,                0.99347,                0.69025,                0.67567,                0.67319,                  0.337,                 1.9247,                 1.3244,                 1.5753,             0.00015428,             0.00015428,             0.00015428
                    120,                0.95431,                0.59392,                0.98936,                0.68789,                0.65403,                0.66521,                0.33785,                 1.9279,                 1.3045,                 1.5501,             0.00015376,             0.00015376,             0.00015376
                    121,                0.97359,                0.60527,                0.99389,                0.76085,                0.60435,                0.65115,                0.32451,                 1.9527,                 1.3218,                 1.5599,             0.00015324,             0.00015324,             0.00015324
                    122,                0.96301,                0.59737,                0.99212,                0.70547,                0.61525,                0.66533,                0.33742,                 1.9219,                 1.2923,                 1.5563,             0.00015273,             0.00015273,             0.00015273
                    123,                0.96181,                0.60202,                0.99336,                0.69255,                0.65161,                0.66176,                0.32812,                  1.956,                 1.2871,                 1.5727,             0.00015221,             0.00015221,             0.00015221
                    124,                0.95478,                0.59714,                0.98965,                0.71975,                0.64369,                0.66649,                0.33012,                 1.9397,                 1.2772,                 1.5674,             0.00015169,             0.00015169,             0.00015169
                    125,                0.95361,                0.59384,                0.98832,                0.68002,                0.67068,                0.66422,                0.33003,                  1.949,                 1.2498,                 1.5816,             0.00015117,             0.00015117,             0.00015117
                    126,                0.95235,                0.59888,                0.98983,                 0.7211,                0.65648,                0.67176,                0.33663,                 1.9267,                 1.2712,                 1.5801,             0.00015065,             0.00015065,             0.00015065
                    127,                0.95624,                0.59875,                0.98863,                0.66997,                0.63566,                0.63865,                0.32693,                 1.9317,                 1.2477,                 1.5846,             0.00015014,             0.00015014,             0.00015014
                    128,                0.94936,                0.59904,                0.98802,                0.69333,                0.64408,                0.67328,                0.33329,                 1.9299,                 1.2607,                 1.5855,             0.00014962,             0.00014962,             0.00014962
                    129,                0.94268,                0.59179,                0.98212,                0.76342,                0.62669,                0.66796,                0.33656,                 1.9186,                 1.2879,                 1.5964,              0.0001491,              0.0001491,              0.0001491
